iter	Logloss	Accuracy
884	0.1222218026	0.9646767118
885	0.1221925252	0.9646767118
886	0.1221675479	0.9646767118
887	0.1221382742	0.9646385657
888	0.1221095316	0.9647148579
889	0.1220777326	0.9647911501
890	0.1220572171	0.964753004
891	0.1220298809	0.9647911501
892	0.1219885397	0.9648292962
893	0.1219686347	0.9648292962
894	0.1219244887	0.9647911501
895	0.1218991747	0.9648292962
896	0.12187162	0.9647911501
897	0.1218403274	0.9648292962
898	0.1218395911	0.9648292962
899	0.1218221395	0.9648292962
900	0.1217871399	0.9647911501
901	0.1217627963	0.9648674423
902	0.1217162362	0.9649055884
903	0.1216773708	0.9649055884
904	0.1216232668	0.9649055884
905	0.121582275	0.9649055884
906	0.1215445509	0.9649055884
907	0.1215349289	0.9649055884
908	0.1215157608	0.9649437345
909	0.1214690126	0.9650581728
910	0.1214368604	0.9649818806
911	0.1214171567	0.9649818806
912	0.1214081574	0.9650200267
913	0.12136502	0.9650581728
914	0.1213410325	0.9650581728
915	0.1213097848	0.9650200267
916	0.1212583324	0.9650200267
917	0.1212444714	0.9650200267
918	0.1212254846	0.9649818806
919	0.1211824117	0.9649437345
920	0.1211653035	0.9649437345
921	0.121144833	0.9650200267
922	0.1211276252	0.9650200267
923	0.1211145975	0.9650200267
924	0.1210824023	0.9650200267
925	0.1210568276	0.9650581728
926	0.1210296559	0.9650581728
927	0.1209995098	0.9650963189
928	0.1209786216	0.9650963189
929	0.1209454379	0.965134465
930	0.1209302506	0.9651726111
931	0.1208935241	0.965134465
932	0.120862224	0.9651726111
933	0.1208007316	0.9651726111
934	0.1207774219	0.9651726111
935	0.1207747657	0.9651726111
936	0.1207299369	0.9652107572
937	0.1207224188	0.9652107572
938	0.1206804279	0.9652107572
939	0.1206597352	0.9652489033
940	0.1206348216	0.9652870494
941	0.1205979686	0.9653251955
942	0.120548366	0.9653633416
943	0.1205086287	0.9653633416
944	0.1204601423	0.9653633416
945	0.1204373617	0.9653633416
946	0.1204373617	0.9653633416
947	0.1203937476	0.9653633416
948	0.1203590531	0.9653251955
949	0.1203291314	0.9652870494
950	0.1203023164	0.9653251955
951	0.120206668	0.965515926
952	0.1201907178	0.965515926
953	0.1201425837	0.9655540721
954	0.1201237103	0.9655922182
955	0.1200939971	0.9655922182
956	0.1200037688	0.9655540721
957	0.1199314991	0.965515926
958	0.1198927745	0.9655922182
959	0.1198612189	0.965515926
960	0.1198405893	0.965515926
961	0.1197983132	0.9654777799
962	0.1197711046	0.965515926
963	0.1197336704	0.9655540721
964	0.1197328867	0.965515926
965	0.1197204588	0.9655540721
966	0.1197079154	0.9655922182
967	0.1196505749	0.9655540721
968	0.1196152669	0.9655540721
969	0.1195982596	0.9657066565
970	0.1195733648	0.9656303643
971	0.1195195924	0.9656303643
972	0.1194836391	0.9656303643
973	0.1194576295	0.9655540721
974	0.1194369966	0.9655922182
975	0.1194050785	0.9656685104
976	0.1194002519	0.9657066565
977	0.119384364	0.9656303643
978	0.1193111432	0.9656303643
979	0.1192823756	0.9656303643
980	0.1192677824	0.9656303643
981	0.1192318745	0.9656303643
982	0.119216652	0.9656303643
983	0.1191935712	0.9656303643
984	0.1191130941	0.9656303643
985	0.1190818223	0.9656685104
986	0.119063213	0.9656303643
987	0.1190580819	0.9656303643
988	0.1190479841	0.9655922182
989	0.119037987	0.9656303643
990	0.1190313083	0.9656303643
991	0.1189433113	0.9657448026
992	0.1189206074	0.9657448026
993	0.1188975371	0.9657829487
994	0.1188853462	0.9657829487
995	0.1188759727	0.9657829487
996	0.1188664169	0.9658210948
997	0.1188348046	0.9658210948
998	0.1188301274	0.9657829487
999	0.1187901401	0.9658210948
